ActivityID,LeadID,OpportunityID,AccountID,UserID,ActivityType,ActivityDate,Status
ACT001892,LEAD044883,,ACC02546,USR0068,Demo,2025-09-07,Scheduled
ACT001893,LEAD034907,,ACC04255,USR0115,Email,2022-12-22,Cancelled
ACT001894,LEAD017560,OPP07147,ACC02189,USR0068,Email,2022-12-20,Completed
ACT001895,LEAD054189,OPP22145,ACC02365,USR0068,Follow-up,2024-07-10,Completed
ACT001896,LEAD028877,OPP11825,ACC02931,USR0191,Email,2024-06-06,Scheduled
ACT001897,LEAD055055,OPP22506,ACC01401,USR0039,Demo,2024-08-21,Scheduled
ACT001898,LEAD008387,,ACC04333,USR0024,Meeting,2022-07-29,Cancelled
ACT001899,LEAD040459,OPP16513,ACC03521,USR0191,Email,2023-02-03,Cancelled
ACT001900,LEAD005161,OPP02118,ACC00956,USR0113,Meeting,2023-08-22,Scheduled
ACT001901,LEAD027580,,ACC04406,USR0024,Email,2022-11-25,Completed
ACT001902,LEAD046875,OPP19185,ACC03085,USR0103,Email,2023-12-18,Completed
ACT001903,LEAD000910,,ACC00678,USR0115,Demo,2024-12-13,Scheduled
ACT001904,LEAD056739,OPP23168,ACC03544,USR0072,Meeting,2025-07-07,Completed
ACT001905,LEAD020729,,ACC01618,USR0024,Meeting,2024-12-19,Scheduled
ACT001906,LEAD022938,,ACC01949,USR0072,Demo,2023-12-13,Scheduled
ACT001907,LEAD032830,OPP13418,ACC02556,USR0072,Meeting,2023-06-04,Scheduled
ACT001908,LEAD061233,OPP25009,ACC04706,USR0072,Call,2023-03-16,Completed
ACT001909,LEAD034913,,ACC01332,USR0039,Follow-up,2023-02-28,Completed
ACT001910,LEAD059470,,ACC02273,USR0103,Meeting,2024-06-16,Completed
ACT001911,LEAD015822,,ACC04091,USR0115,Follow-up,2022-11-03,Completed
ACT001912,LEAD049266,,ACC02131,USR0115,Call,2024-04-22,Cancelled
ACT001913,LEAD003902,OPP01597,ACC04420,USR0103,Call,2024-12-02,Cancelled
ACT001914,LEAD045368,,ACC02456,USR0024,Call,2023-07-13,Cancelled
ACT001915,LEAD003770,OPP01540,ACC03414,USR0113,Demo,2024-12-20,Cancelled
ACT001916,LEAD052440,,ACC04186,USR0115,Call,2023-10-03,Cancelled
ACT001917,LEAD037771,OPP15405,ACC00172,USR0191,Follow-up,2024-12-25,Cancelled
ACT001918,LEAD048438,,ACC00186,USR0115,Email,2023-07-26,Scheduled
ACT001919,LEAD017797,OPP07248,ACC00428,USR0113,Email,2024-02-08,Cancelled
ACT001920,LEAD032688,,ACC02224,USR0115,Meeting,2023-04-20,Completed
ACT001921,LEAD010919,OPP04447,ACC01185,USR0072,Follow-up,2023-03-14,Cancelled
ACT001922,LEAD039688,OPP16199,ACC01217,USR0115,Demo,2022-11-15,Scheduled
ACT001923,LEAD031302,OPP12818,ACC02387,USR0024,Call,2024-04-26,Cancelled
ACT001924,LEAD012676,,ACC04892,USR0134,Follow-up,2023-12-01,Cancelled
ACT001925,LEAD040691,OPP16603,ACC03116,USR0039,Follow-up,2023-02-15,Completed
ACT001926,LEAD043159,OPP17629,ACC00282,USR0072,Email,2023-11-25,Completed
ACT001927,LEAD039384,,ACC00608,USR0072,Follow-up,2023-01-28,Cancelled
ACT001928,LEAD041895,,ACC00935,USR0134,Email,2022-10-17,Cancelled
ACT001929,LEAD015916,,ACC02371,USR0068,Demo,2022-09-27,Scheduled
ACT001930,LEAD032400,OPP13229,ACC00967,USR0103,Email,2022-09-20,Scheduled
ACT001931,LEAD029136,OPP11932,ACC00170,USR0134,Call,2024-04-22,Scheduled
ACT001932,LEAD055317,,ACC01726,USR0024,Email,2025-04-02,Completed
ACT001933,LEAD052307,OPP21438,ACC01964,USR0103,Email,2023-10-05,Cancelled
ACT001934,LEAD020354,,ACC02878,USR0191,Meeting,2023-03-21,Scheduled
ACT001935,LEAD046846,OPP19171,ACC04656,USR0134,Demo,2023-09-23,Completed
ACT001936,LEAD012342,,ACC00685,USR0039,Meeting,2023-09-22,Completed
ACT001937,LEAD046075,OPP18836,ACC00925,USR0134,Follow-up,2023-11-13,Cancelled
ACT001938,LEAD045103,,ACC02124,USR0024,Meeting,2025-05-19,Cancelled
ACT001939,LEAD054221,,ACC01303,USR0072,Follow-up,2024-06-29,Cancelled
ACT001940,LEAD048223,OPP19734,ACC04457,USR0113,Email,2023-08-01,Scheduled
ACT001941,LEAD038549,OPP15720,ACC04826,USR0103,Demo,2023-03-01,Scheduled
ACT001942,LEAD052215,,ACC02451,USR0134,Call,2023-11-15,Cancelled
ACT001943,LEAD060853,,ACC02122,USR0072,Demo,2024-08-29,Completed
ACT001944,LEAD015512,,ACC03385,USR0115,Demo,2022-09-13,Scheduled
ACT001945,LEAD057945,OPP23671,ACC00844,USR0134,Meeting,2023-05-24,Scheduled
ACT001946,LEAD050410,OPP20610,ACC01390,USR0068,Demo,2022-12-25,Cancelled
ACT001947,LEAD000866,,ACC03711,USR0113,Follow-up,2024-12-16,Completed
ACT001948,LEAD036853,,ACC03723,USR0072,Email,2025-05-10,Completed
ACT001949,LEAD032316,,ACC00566,USR0024,Follow-up,2022-10-26,Cancelled
ACT001950,LEAD015203,OPP06214,ACC04734,USR0113,Email,2024-03-21,Completed
ACT001951,LEAD029256,,ACC00125,USR0115,Email,2024-04-05,Scheduled
ACT001952,LEAD057717,OPP23568,ACC04609,USR0103,Call,2023-06-23,Cancelled
ACT001953,LEAD000444,,ACC04752,USR0024,Demo,2024-06-10,Scheduled
ACT001954,LEAD045767,,ACC04148,USR0115,Call,2023-05-02,Scheduled
ACT001955,LEAD005420,OPP02230,ACC01325,USR0113,Demo,2025-04-05,Scheduled
ACT001956,LEAD010237,,ACC01540,USR0134,Follow-up,2022-08-27,Completed
ACT001957,LEAD014176,,ACC02953,USR0103,Demo,2022-11-06,Completed
ACT001958,LEAD030269,,ACC03381,USR0134,Call,2025-04-11,Completed
ACT001959,LEAD009121,,ACC02338,USR0072,Follow-up,2025-04-05,Completed
ACT001960,LEAD038938,,ACC04128,USR0068,Follow-up,2023-04-24,Completed
ACT001961,LEAD021131,,ACC01022,USR0115,Follow-up,2025-04-14,Completed
ACT001962,LEAD043083,OPP17593,ACC02964,USR0134,Email,2023-10-07,Scheduled
ACT001963,LEAD030782,,ACC00973,USR0024,Email,2025-04-18,Cancelled
ACT001964,LEAD006336,OPP02575,ACC04603,USR0024,Follow-up,2022-06-18,Cancelled
ACT001965,LEAD029913,,ACC03583,USR0039,Call,2022-04-01,Cancelled
ACT001966,LEAD045784,OPP18718,ACC01538,USR0134,Meeting,2023-04-12,Completed
ACT001967,LEAD045459,,ACC03072,USR0113,Demo,2023-02-28,Cancelled
ACT001968,LEAD002966,,ACC02659,USR0068,Demo,2024-04-08,Completed
ACT001969,LEAD009183,OPP03716,ACC03335,USR0072,Demo,2025-03-21,Cancelled
ACT001970,LEAD035878,OPP14652,ACC02103,USR0113,Follow-up,2023-06-01,Completed
ACT001971,LEAD030735,OPP12587,ACC02554,USR0134,Follow-up,2025-03-31,Scheduled
ACT001972,LEAD061779,,ACC02304,USR0072,Meeting,2022-03-09,Scheduled
ACT001973,LEAD000188,OPP00079,ACC02909,USR0068,Follow-up,2022-09-28,Completed
ACT001974,LEAD039176,OPP16000,ACC04421,USR0113,Demo,2023-02-02,Scheduled
ACT001975,LEAD035936,OPP14675,ACC02639,USR0191,Call,2023-05-25,Completed
ACT001976,LEAD025670,,ACC00517,USR0134,Follow-up,2025-03-26,Cancelled
ACT001977,LEAD019374,OPP07873,ACC02052,USR0072,Demo,2024-10-26,Completed
ACT001978,LEAD042524,,ACC04057,USR0072,Call,2023-12-13,Completed
ACT001979,LEAD002375,OPP00990,ACC04004,USR0068,Follow-up,2023-05-14,Cancelled
ACT001980,LEAD040541,OPP16545,ACC00772,USR0068,Follow-up,2023-02-03,Cancelled
ACT001981,LEAD031860,OPP13032,ACC03566,USR0191,Call,2022-08-02,Completed
ACT001982,LEAD041276,OPP16848,ACC04232,USR0113,Email,2023-05-14,Cancelled
ACT001983,LEAD035746,,ACC01497,USR0072,Call,2023-06-16,Cancelled
ACT001984,LEAD014337,,ACC02013,USR0068,Demo,2024-01-21,Cancelled
ACT001985,LEAD046437,OPP19006,ACC03710,USR0024,Meeting,2022-08-04,Completed
ACT001986,LEAD041405,OPP16906,ACC00182,USR0134,Follow-up,2023-06-28,Scheduled
ACT001987,LEAD004428,OPP01822,ACC02999,USR0191,Demo,2023-08-14,Scheduled
ACT001988,LEAD048919,,ACC03105,USR0115,Follow-up,2023-12-24,Cancelled
ACT001989,LEAD009167,,ACC04608,USR0068,Follow-up,2025-04-26,Completed
ACT001990,LEAD022323,,ACC04199,USR0039,Email,2023-01-29,Scheduled
ACT001991,LEAD030417,,ACC04544,USR0039,Email,2025-04-17,Completed
ACT001992,LEAD005580,,ACC01269,USR0134,Follow-up,2024-11-25,Cancelled
ACT001993,LEAD057852,,ACC04887,USR0024,Meeting,2023-06-02,Completed
ACT001994,LEAD052431,OPP21488,ACC04614,USR0072,Call,2023-06-11,Cancelled
ACT001995,LEAD037199,,ACC02713,USR0115,Call,2025-06-22,Cancelled
ACT001996,LEAD003840,,ACC00011,USR0134,Demo,2024-11-24,Cancelled
ACT001997,LEAD050019,,ACC03383,USR0039,Meeting,2024-05-21,Scheduled
ACT001998,LEAD050746,OPP20757,ACC03643,USR0039,Call,2022-12-08,Completed
ACT001999,LEAD045949,,ACC02914,USR0103,Follow-up,2023-11-04,Scheduled
ACT002000,LEAD000263,,ACC03156,USR0068,Follow-up,2022-09-05,Scheduled
ACT002001,LEAD002580,,ACC02259,USR0103,Meeting,2023-05-01,Cancelled
ACT002002,LEAD021937,OPP08947,ACC01857,USR0191,Demo,2023-11-15,Completed
ACT002003,LEAD044430,,ACC03758,USR0068,Follow-up,2022-07-11,Cancelled
ACT002004,LEAD006975,OPP02817,ACC00952,USR0068,Email,2024-01-20,Scheduled
ACT002005,LEAD040771,OPP16638,ACC04239,USR0115,Follow-up,2023-02-11,Scheduled
ACT002006,LEAD000780,OPP00323,ACC00121,USR0068,Meeting,2024-12-30,Cancelled
ACT002007,LEAD052615,,ACC01759,USR0134,Demo,2023-07-01,Cancelled
ACT002008,LEAD029022,,ACC01362,USR0134,Call,2024-05-02,Cancelled
ACT002009,LEAD021236,,ACC01068,USR0103,Demo,2025-02-10,Cancelled
ACT002010,LEAD023378,,ACC02176,USR0103,Call,2023-12-29,Completed
ACT002011,LEAD022809,OPP09291,ACC01828,USR0039,Demo,2023-11-15,Scheduled
ACT002012,LEAD022469,,ACC03008,USR0113,Follow-up,2023-07-09,Cancelled
ACT002013,LEAD037376,,ACC04906,USR0072,Call,2023-12-12,Completed
ACT002014,LEAD017495,OPP07122,ACC02401,USR0072,Call,2023-03-07,Completed
ACT002015,LEAD001116,,ACC02880,USR0103,Email,2024-12-03,Scheduled
ACT002016,LEAD015428,OPP06301,ACC00336,USR0103,Follow-up,2022-10-03,Scheduled
ACT002017,LEAD039922,OPP16294,ACC04368,USR0103,Call,2023-02-12,Scheduled
ACT002018,LEAD035391,,ACC04996,USR0024,Meeting,2022-12-14,Completed
ACT002019,LEAD056048,,ACC02870,USR0115,Call,2023-03-01,Cancelled
ACT002020,LEAD037467,,ACC02838,USR0103,Demo,2023-10-03,Cancelled
ACT002021,LEAD056776,,ACC01149,USR0024,Follow-up,2025-06-13,Scheduled
ACT002022,LEAD044136,,ACC02180,USR0068,Follow-up,2022-07-23,Completed
ACT002023,LEAD041892,,ACC00916,USR0134,Email,2022-10-01,Cancelled
ACT002024,LEAD011055,,ACC00332,USR0024,Demo,2023-03-24,Completed
ACT002025,LEAD042243,,ACC02467,USR0103,Follow-up,2022-08-01,Scheduled
ACT002026,LEAD015133,OPP06186,ACC04370,USR0113,Call,2024-04-17,Cancelled
ACT002027,LEAD047313,,ACC01611,USR0072,Follow-up,2022-12-22,Cancelled
ACT002028,LEAD037948,OPP15488,ACC01229,USR0039,Follow-up,2024-11-06,Completed
ACT002029,LEAD013164,OPP05345,ACC03949,USR0115,Call,2025-02-19,Scheduled
ACT002030,LEAD031173,OPP12773,ACC03091,USR0103,Call,2024-02-24,Completed
ACT002031,LEAD053499,OPP21883,ACC03108,USR0113,Meeting,2022-05-22,Scheduled
ACT002032,LEAD008967,OPP03634,ACC04407,USR0024,Demo,2025-04-20,Scheduled
ACT002033,LEAD011658,,ACC01617,USR0113,Email,2024-05-28,Cancelled
ACT002034,LEAD028417,OPP11627,ACC01616,USR0115,Call,2024-08-24,Completed
ACT002035,LEAD056328,OPP22989,ACC01661,USR0115,Meeting,2023-04-01,Cancelled
ACT002036,LEAD007562,OPP03053,ACC00075,USR0072,Follow-up,2022-12-03,Cancelled
ACT002037,LEAD024344,OPP09912,ACC02301,USR0068,Meeting,2022-05-10,Scheduled
ACT002038,LEAD010000,OPP04074,ACC00445,USR0113,Follow-up,2022-10-24,Completed
ACT002039,LEAD016076,OPP06556,ACC04223,USR0103,Demo,2023-07-17,Cancelled
ACT002040,LEAD059175,OPP24184,ACC02493,USR0113,Meeting,2024-05-14,Completed
ACT002041,LEAD006318,,ACC02719,USR0039,Follow-up,2022-08-19,Completed
ACT002042,LEAD016340,,ACC01127,USR0115,Call,2023-08-09,Cancelled
ACT002043,LEAD049106,,ACC04324,USR0039,Meeting,2024-01-11,Completed
ACT002044,LEAD032685,,ACC04966,USR0072,Follow-up,2023-07-09,Scheduled
ACT002045,LEAD046260,OPP18920,ACC02117,USR0039,Follow-up,2022-08-12,Cancelled
ACT002046,LEAD059307,,ACC00497,USR0113,Demo,2024-07-12,Scheduled
ACT002047,LEAD033919,,ACC01126,USR0115,Demo,2023-11-02,Completed
ACT002048,LEAD053438,OPP21862,ACC02700,USR0068,Meeting,2022-05-13,Scheduled
ACT002049,LEAD048784,OPP19954,ACC00428,USR0134,Demo,2024-04-11,Cancelled
ACT002050,LEAD022266,,ACC03309,USR0039,Call,2023-04-02,Scheduled
ACT002051,LEAD023751,OPP09677,ACC01540,USR0191,Meeting,2023-12-02,Completed
ACT002052,LEAD008023,,ACC01078,USR0103,Email,2023-11-29,Cancelled
ACT002053,LEAD033351,OPP13630,ACC01611,USR0115,Email,2025-05-21,Scheduled
ACT002054,LEAD046793,OPP19157,ACC02281,USR0103,Meeting,2023-08-25,Cancelled
ACT002055,LEAD003325,,ACC03485,USR0191,Call,2024-03-30,Cancelled
ACT002056,LEAD011561,,ACC00892,USR0115,Meeting,2024-05-28,Completed
ACT002057,LEAD006693,,ACC04845,USR0113,Call,2022-06-11,Scheduled
ACT002058,LEAD053558,,ACC04634,USR0115,Meeting,2022-04-10,Completed
ACT002059,LEAD010778,,ACC04368,USR0024,Email,2024-10-07,Scheduled
ACT002060,LEAD019084,,ACC01032,USR0191,Meeting,2024-08-28,Completed
ACT002061,LEAD010419,OPP04265,ACC00889,USR0024,Follow-up,2022-09-06,Scheduled
ACT002062,LEAD055479,,ACC01604,USR0103,Email,2025-04-01,Scheduled
ACT002063,LEAD059498,,ACC02429,USR0039,Email,2024-08-16,Completed
ACT002064,LEAD058132,,ACC03537,USR0115,Email,2023-06-04,Scheduled
ACT002065,LEAD031667,,ACC02920,USR0134,Email,2022-10-14,Completed
ACT002066,LEAD008241,OPP03320,ACC04491,USR0024,Email,2022-08-20,Cancelled
ACT002067,LEAD058544,,ACC02319,USR0103,Email,2025-03-16,Completed
ACT002068,LEAD026150,,ACC04152,USR0068,Call,2025-03-10,Cancelled
ACT002069,LEAD032292,,ACC02372,USR0103,Demo,2022-10-02,Cancelled
ACT002070,LEAD006781,,ACC02258,USR0191,Follow-up,2024-01-20,Completed
ACT002071,LEAD005598,,ACC03844,USR0068,Demo,2024-12-07,Scheduled
ACT002072,LEAD022032,OPP08979,ACC04754,USR0024,Meeting,2023-02-23,Scheduled
ACT002073,LEAD009150,,ACC00084,USR0103,Follow-up,2025-04-26,Scheduled
ACT002074,LEAD013300,,ACC04016,USR0113,Email,2025-01-14,Cancelled
ACT002075,LEAD024929,,ACC04960,USR0103,Demo,2024-07-07,Completed
ACT002076,LEAD003572,,ACC04828,USR0024,Follow-up,2024-11-07,Completed
ACT002077,LEAD036242,OPP14810,ACC02168,USR0115,Follow-up,2023-12-07,Scheduled
ACT002078,LEAD014598,,ACC02224,USR0103,Follow-up,2023-12-24,Completed
ACT002079,LEAD022495,,ACC03795,USR0134,Meeting,2023-06-25,Scheduled
ACT002080,LEAD042163,,ACC01875,USR0103,Email,2022-07-02,Scheduled
ACT002081,LEAD016308,,ACC00402,USR0115,Follow-up,2023-08-04,Scheduled
ACT002082,LEAD050258,OPP20551,ACC03726,USR0072,Call,2023-03-25,Completed
ACT002083,LEAD036750,,ACC01090,USR0068,Email,2025-05-27,Scheduled
ACT002084,LEAD060557,,ACC02158,USR0024,Call,2024-09-27,Scheduled
ACT002085,LEAD040369,,ACC00923,USR0039,Follow-up,2023-02-08,Scheduled
ACT002086,LEAD055215,,ACC01828,USR0039,Follow-up,2025-04-17,Scheduled
ACT002087,LEAD047832,,ACC04216,USR0103,Meeting,2023-07-24,Scheduled
ACT002088,LEAD037665,,ACC01956,USR0191,Meeting,2025-01-07,Scheduled
ACT002089,LEAD030367,OPP12443,ACC00951,USR0024,Demo,2025-04-11,Scheduled
ACT002090,LEAD054796,OPP22408,ACC00540,USR0113,Demo,2024-06-02,Cancelled
ACT002091,LEAD050467,,ACC02984,USR0024,Meeting,2023-01-27,Scheduled
ACT002092,LEAD044311,,ACC03008,USR0072,Demo,2022-07-27,Scheduled
ACT002093,LEAD047362,,ACC00158,USR0103,Email,2023-03-03,Cancelled
ACT002094,LEAD058031,,ACC00374,USR0191,Follow-up,2023-07-06,Cancelled
ACT002095,LEAD012143,,ACC01063,USR0068,Call,2024-03-22,Cancelled
ACT002096,LEAD013702,,ACC03370,USR0103,Email,2022-11-15,Cancelled
ACT002097,LEAD028371,,ACC03445,USR0113,Demo,2024-07-05,Completed
ACT002098,LEAD057505,,ACC01841,USR0072,Email,2022-03-28,Scheduled
ACT002099,LEAD040392,,ACC00980,USR0072,Call,2023-03-22,Completed
ACT002100,LEAD044338,OPP18105,ACC01108,USR0103,Demo,2022-07-21,Completed
ACT002101,LEAD048832,,ACC00344,USR0039,Follow-up,2024-05-04,Cancelled
ACT002102,LEAD006110,,ACC01570,USR0072,Meeting,2025-04-03,Scheduled
ACT002103,LEAD012619,,ACC04058,USR0024,Meeting,2023-11-19,Cancelled
ACT002104,LEAD016561,,ACC03485,USR0039,Follow-up,2023-12-15,Completed
ACT002105,LEAD049067,,ACC03628,USR0072,Call,2024-01-20,Cancelled
ACT002106,LEAD000208,OPP00088,ACC04991,USR0072,Call,2022-09-22,Completed
ACT002107,LEAD012981,,ACC02488,USR0103,Meeting,2023-12-17,Scheduled
ACT002108,LEAD037360,OPP15251,ACC02126,USR0115,Call,2023-11-09,Scheduled
ACT002109,LEAD034916,OPP14277,ACC02231,USR0072,Meeting,2022-12-30,Scheduled
ACT002110,LEAD023853,OPP09722,ACC02332,USR0134,Meeting,2023-12-16,Cancelled
ACT002111,LEAD011853,,ACC04770,USR0039,Meeting,2024-05-16,Scheduled
ACT002112,LEAD047096,,ACC00987,USR0191,Demo,2023-02-23,Completed
ACT002113,LEAD036438,,ACC04130,USR0024,Follow-up,2022-07-12,Completed
ACT002114,LEAD045037,,ACC04927,USR0039,Follow-up,2025-08-06,Cancelled
ACT002115,LEAD014937,OPP06106,ACC03457,USR0115,Follow-up,2024-05-20,Completed
ACT002116,LEAD017723,,ACC03085,USR0039,Meeting,2024-02-13,Scheduled
ACT002117,LEAD024144,OPP09831,ACC02476,USR0072,Follow-up,2022-06-22,Scheduled
ACT002118,LEAD058336,OPP23844,ACC01572,USR0191,Demo,2023-07-22,Completed
ACT002119,LEAD017773,,ACC04530,USR0115,Follow-up,2024-02-07,Scheduled
ACT002120,LEAD025768,,ACC01220,USR0039,Email,2025-04-03,Completed
ACT002121,LEAD053095,OPP21739,ACC03124,USR0072,Meeting,2023-10-25,Scheduled
ACT002122,LEAD010255,OPP04194,ACC01033,USR0134,Follow-up,2022-09-06,Cancelled
ACT002123,LEAD008321,OPP03356,ACC02723,USR0039,Call,2022-07-29,Completed
ACT002124,LEAD013218,,ACC03477,USR0039,Meeting,2025-01-04,Completed
ACT002125,LEAD045731,,ACC01483,USR0191,Meeting,2023-05-03,Cancelled
ACT002126,LEAD006144,OPP02501,ACC03199,USR0191,Meeting,2024-12-30,Cancelled
ACT002127,LEAD022781,,ACC01252,USR0115,Demo,2024-04-02,Scheduled
ACT002128,LEAD007130,,ACC04857,USR0024,Demo,2024-01-30,Scheduled
ACT002129,LEAD003417,,ACC01685,USR0115,Follow-up,2024-10-16,Cancelled
ACT002130,LEAD044313,,ACC00966,USR0024,Demo,2022-07-12,Completed
ACT002131,LEAD009521,OPP03851,ACC02684,USR0039,Call,2024-09-17,Completed
ACT002132,LEAD040479,,ACC02346,USR0115,Email,2023-02-16,Cancelled
ACT002133,LEAD011958,OPP04856,ACC01583,USR0072,Call,2024-04-20,Completed
ACT002134,LEAD040586,OPP16565,ACC02083,USR0068,Demo,2023-02-17,Completed
ACT002135,LEAD047927,,ACC02138,USR0039,Call,2023-07-27,Scheduled
ACT002136,LEAD027164,,ACC02803,USR0039,Call,2023-09-25,Completed
ACT002137,LEAD007925,OPP03212,ACC02489,USR0024,Demo,2022-09-04,Cancelled
ACT002138,LEAD041198,,ACC00535,USR0024,Call,2023-08-18,Completed
ACT002139,LEAD005431,OPP02236,ACC01029,USR0068,Follow-up,2025-04-17,Completed
ACT002140,LEAD029244,,ACC00887,USR0068,Demo,2024-05-23,Scheduled
ACT002141,LEAD032455,,ACC04575,USR0039,Email,2023-08-11,Cancelled
ACT002142,LEAD036148,,ACC03018,USR0039,Demo,2023-11-09,Cancelled
ACT002143,LEAD005502,OPP02263,ACC02829,USR0103,Email,2025-02-14,Cancelled
ACT002144,LEAD024594,,ACC04735,USR0068,Email,2022-06-24,Completed
ACT002145,LEAD039270,,ACC01407,USR0113,Meeting,2022-09-27,Scheduled
ACT002146,LEAD051927,,ACC00071,USR0039,Demo,2023-10-07,Scheduled
ACT002147,LEAD000049,,ACC01760,USR0039,Follow-up,2022-10-19,Scheduled
ACT002148,LEAD044317,OPP18098,ACC00597,USR0024,Demo,2022-08-07,Completed
ACT002149,LEAD028136,OPP11514,ACC01792,USR0068,Follow-up,2024-08-15,Completed
ACT002150,LEAD003221,,ACC00900,USR0113,Follow-up,2024-02-15,Scheduled
ACT002151,LEAD058848,,ACC01522,USR0134,Follow-up,2025-02-12,Scheduled
ACT002152,LEAD030306,,ACC01606,USR0113,Follow-up,2025-04-23,Scheduled
ACT002153,LEAD016566,,ACC01777,USR0113,Meeting,2024-01-31,Scheduled
ACT002154,LEAD047173,,ACC02187,USR0068,Email,2022-12-16,Completed
ACT002155,LEAD037709,,ACC02839,USR0039,Meeting,2024-12-12,Scheduled
ACT002156,LEAD038963,,ACC01122,USR0072,Meeting,2023-03-12,Completed
ACT002157,LEAD004447,OPP01831,ACC00785,USR0191,Call,2023-07-22,Completed
ACT002158,LEAD034645,OPP14170,ACC00479,USR0068,Email,2024-01-11,Scheduled
ACT002159,LEAD021749,,ACC04012,USR0115,Demo,2024-01-30,Cancelled
ACT002160,LEAD042119,,ACC00695,USR0191,Demo,2022-06-28,Scheduled
ACT002161,LEAD014794,OPP06047,ACC04208,USR0134,Call,2024-11-16,Scheduled
ACT002162,LEAD046622,,ACC01406,USR0072,Meeting,2025-04-30,Cancelled
ACT002163,LEAD050797,,ACC01113,USR0115,Call,2022-12-04,Cancelled
ACT002164,LEAD015290,OPP06247,ACC01953,USR0134,Email,2024-05-01,Scheduled
ACT002165,LEAD014558,OPP05933,ACC02478,USR0113,Follow-up,2023-11-05,Scheduled
ACT002166,LEAD034665,OPP14178,ACC01317,USR0072,Email,2023-12-28,Completed
ACT002167,LEAD053874,OPP22028,ACC02018,USR0115,Demo,2024-06-23,Scheduled
ACT002168,LEAD053710,OPP21964,ACC00574,USR0068,Meeting,2024-08-05,Completed
ACT002169,LEAD040896,,ACC02600,USR0072,Email,2023-02-03,Cancelled
ACT002170,LEAD040706,,ACC01561,USR0103,Follow-up,2023-02-09,Cancelled
ACT002171,LEAD004193,,ACC03203,USR0103,Meeting,2024-07-17,Scheduled
ACT002172,LEAD056719,,ACC03893,USR0039,Follow-up,2025-05-14,Scheduled
ACT002173,LEAD034383,OPP14071,ACC02926,USR0024,Email,2024-01-09,Completed
ACT002174,LEAD045709,,ACC04687,USR0068,Email,2023-01-18,Scheduled
ACT002175,LEAD058470,,ACC03592,USR0039,Demo,2024-06-09,Cancelled
ACT002176,LEAD048046,,ACC00438,USR0115,Meeting,2023-07-19,Cancelled
ACT002177,LEAD016868,,ACC04303,USR0068,Demo,2023-02-25,Completed
ACT002178,LEAD034632,OPP14165,ACC03271,USR0134,Call,2023-12-14,Completed
ACT002179,LEAD000433,OPP00172,ACC00968,USR0191,Follow-up,2024-06-11,Completed
ACT002180,LEAD007054,,ACC04424,USR0134,Call,2023-12-15,Scheduled
ACT002181,LEAD044357,OPP18117,ACC01421,USR0115,Email,2022-07-07,Cancelled
ACT002182,LEAD046171,,ACC02301,USR0103,Call,2022-08-23,Completed
ACT002183,LEAD001950,OPP00813,ACC04336,USR0103,Email,2024-08-15,Completed
ACT002184,LEAD060622,,ACC00145,USR0024,Email,2024-08-09,Scheduled
ACT002185,LEAD022006,,ACC00685,USR0115,Meeting,2024-01-29,Scheduled
ACT002186,LEAD060401,,ACC02719,USR0115,Demo,2022-09-08,Cancelled
ACT002187,LEAD050696,,ACC03575,USR0115,Call,2022-12-12,Scheduled
ACT002188,LEAD010307,,ACC01576,USR0113,Email,2022-08-29,Completed
ACT002189,LEAD010561,OPP04327,ACC04303,USR0191,Demo,2023-12-17,Completed
ACT002190,LEAD042749,OPP17463,ACC03010,USR0103,Demo,2023-10-16,Completed
ACT002191,LEAD033044,,ACC01750,USR0115,Meeting,2025-05-09,Scheduled
ACT002192,LEAD017824,,ACC01724,USR0191,Call,2024-03-09,Completed
ACT002193,LEAD032066,OPP13102,ACC02880,USR0115,Email,2022-11-24,Scheduled
ACT002194,LEAD031263,,ACC04289,USR0068,Demo,2024-06-05,Completed
ACT002195,LEAD028541,,ACC04333,USR0115,Call,2024-06-29,Completed
ACT002196,LEAD060156,,ACC01001,USR0115,Call,2022-08-27,Cancelled
ACT002197,LEAD057798,OPP23605,ACC01788,USR0072,Email,2023-07-21,Scheduled
ACT002198,LEAD039283,,ACC04258,USR0072,Meeting,2023-01-18,Scheduled
ACT002199,LEAD055583,OPP22711,ACC02725,USR0068,Call,2025-03-15,Cancelled
ACT002200,LEAD035396,,ACC01744,USR0191,Follow-up,2023-01-02,Cancelled
ACT002201,LEAD056580,,ACC00395,USR0191,Meeting,2023-02-28,Scheduled
ACT002202,LEAD041433,,ACC04019,USR0039,Meeting,2023-05-24,Completed
ACT002203,LEAD057380,,ACC01619,USR0039,Call,2024-02-04,Cancelled
ACT002204,LEAD053190,,ACC04533,USR0115,Call,2023-05-18,Completed
ACT002205,LEAD004405,OPP01814,ACC02336,USR0115,Demo,2023-09-12,Scheduled
ACT002206,LEAD048324,,ACC03128,USR0072,Email,2023-07-14,Scheduled
ACT002207,LEAD014982,,ACC04080,USR0068,Call,2024-03-03,Scheduled
ACT002208,LEAD015400,,ACC00395,USR0103,Email,2022-10-02,Completed
ACT002209,LEAD028686,,ACC03390,USR0113,Follow-up,2024-06-27,Cancelled
ACT002210,LEAD016113,OPP06575,ACC03162,USR0024,Follow-up,2023-09-18,Completed
ACT002211,LEAD057072,OPP23313,ACC03188,USR0191,Call,2023-03-17,Completed
